VeryHighEntropy
Actor Topology:,Layer 0,Neurons-85, Activation-LINEAR,Layer 1,Neurons-170, Activation-RELU,Layer 2,Neurons-170, Activation-RELU,Layer 3,Neurons-32, Activation-SOFTMAX,
Actor Learning Rate:,0.0005
Optimizer Type:,Momentum
Momentum Coeff:,0.95
Entropy Coeff:,0.1
Baseline Type:,Critic Network
Critic Topology:,Layer 0,Neurons-85, Activation-LINEAR,Layer 1,Neurons-85, Activation-RELU,Layer 2,Neurons-1, Activation-LINEAR,
Critic Learning Rate:,0.015
Critic Optimizer Type:,SDG

Workers:,8, Batch Size:,32


Batches,Hands,TotalAvgScore,RecentAvgScore,RecentAvgEntropy,GlobalWeightNorm,GlobalGradientNorm,Layer1WeightNorm,Layer2WeightNorm,Layer3WeightNorm,Layer1GradientNorm,Layer2GradientNorm,Layer3GradientNorm,
292000,9344000,0.412678,0.516937,2.58762,16.6717,1.03095,10.4762,10.257,7.93646,0.702236,0.471636,0.5893,
294000,9408000,0.4134,0.51875,2.60615,16.6946,0.623427,10.4904,10.2684,7.95114,0.38679,0.2985,0.387238,
296000,9472000,0.414102,0.517359,2.59476,16.7286,0.667847,10.51,10.2856,7.97438,0.453944,0.316737,0.373673,
298000,9536000,0.414783,0.515516,2.6097,16.747,0.959211,10.5216,10.2942,7.98681,0.654186,0.499815,0.492251,
300000,9600000,0.415427,0.511375,2.61852,16.7705,0.723841,10.5357,10.3056,8.00263,0.464649,0.36652,0.416786,
302000,9664000,0.416101,0.517313,2.6235,16.8038,0.838631,10.5553,10.3227,8.02468,0.576583,0.431443,0.42978,
304000,9728000,0.416741,0.513359,2.62164,16.8194,0.557101,10.5655,10.3296,8.03501,0.401256,0.293425,0.251509,
306000,9792000,0.41737,0.512969,2.60875,16.8529,1.11324,10.5849,10.3465,8.05794,0.716149,0.487155,0.699371,
308000,9856000,0.418033,0.519391,2.62888,16.8583,0.824381,10.5901,10.3477,8.06091,0.584805,0.395565,0.425601,
310000,9920000,0.418718,0.524266,2.59757,16.8838,0.543033,10.6055,10.3601,8.07802,0.34641,0.294758,0.296652,
312000,9984000,0.419357,0.518406,2.60814,16.913,0.704772,10.6229,10.3745,8.09775,0.518924,0.34787,0.326202,
314000,10048000,0.419982,0.517563,2.60023,16.9394,0.99432,10.6388,10.3874,8.11557,0.763125,0.378402,0.512957,
316000,10112000,0.420589,0.515859,2.62245,16.972,0.771226,10.6577,10.4037,8.13791,0.513116,0.345959,0.460233,
318000,10176000,0.421259,0.527094,2.55145,17.0129,1.45395,10.6809,10.4245,8.16613,0.953036,0.58615,0.928503,
320000,10240000,0.421859,0.517203,2.62394,17.0319,1.56554,10.6931,10.4333,8.17847,1.04611,0.634717,0.976567,
322000,10304000,0.422482,0.522172,2.58948,17.0741,0.754659,10.7168,10.4553,8.20746,0.545383,0.367268,0.370382,
324000,10368000,0.423103,0.523047,2.59637,17.0888,1.13245,10.7266,10.462,8.21675,0.863645,0.559185,0.473151,
326000,10432000,0.423686,0.518172,2.59625,17.1075,0.931325,10.7378,10.471,8.22954,0.675734,0.457896,0.44842,
328000,10496000,0.424267,0.519063,2.59025,17.1371,0.566075,10.7551,10.4859,8.24948,0.363024,0.28774,0.325361,
330000,10560000,0.424895,0.527766,2.57781,17.1685,5.20364,10.7739,10.5014,8.27045,2.40216,1.746,4.27305,
332000,10624000,0.425455,0.517953,2.60311,17.1722,0.613552,10.7774,10.5022,8.27265,0.402514,0.283513,0.366128,
334000,10688000,0.426048,0.5245,2.59116,17.1837,0.596562,10.785,10.5071,8.28035,0.428673,0.304086,0.282236,
336000,10752000,0.426632,0.524063,2.56353,17.2079,0.413554,10.7993,10.5189,8.29696,0.279831,0.228205,0.201603,
338000,10816000,0.427193,0.5215,2.56823,17.2309,0.608365,10.8135,10.5303,8.31181,0.376271,0.281877,0.3861,
340000,10880000,0.427776,0.526359,2.5684,17.2469,0.45921,10.8238,10.5379,8.32194,0.342147,0.225276,0.207509,
342000,10944000,0.428312,0.519297,2.60575,17.2691,0.658437,10.8372,10.549,8.33644,0.482432,0.29267,0.339327,
344000,11008000,0.428897,0.529047,2.59588,17.2777,0.4879,10.8435,10.5522,8.34188,0.327838,0.240368,0.269799,
346000,11072000,0.429413,0.518031,2.61652,17.2969,0.63697,10.8556,10.5615,8.3544,0.418332,0.356415,0.322022,
348000,11136000,0.429957,0.524078,2.62542,17.3463,0.85842,10.8831,10.5873,8.3883,0.639379,0.437325,0.369901,
350000,11200000,0.430458,0.517734,2.63789,17.3539,1.1611,10.8889,10.59,8.39303,0.789813,0.646807,0.553158,
352000,11264000,0.430944,0.515969,2.64126,17.3758,0.494812,10.902,10.6007,8.40776,0.380847,0.219471,0.227216,
354000,11328000,0.43147,0.524063,2.61187,17.3956,1.03196,10.9141,10.6101,8.42111,0.551595,0.567191,0.662556,
356000,11392000,0.431999,0.525516,2.59357,17.4207,0.77687,10.9292,10.6227,8.43755,0.549604,0.336064,0.434193,
