LowEntropy
Actor Topology:,Layer 0,Neurons-85, Activation-LINEAR,Layer 1,Neurons-170, Activation-RELU,Layer 2,Neurons-170, Activation-RELU,Layer 3,Neurons-32, Activation-SOFTMAX,
Actor Learning Rate:,0.0005
Optimizer Type:,Momentum
Momentum Coeff:,0.95
Entropy Coeff:,0.004
Baseline Type:,Critic Network
Critic Topology:,Layer 0,Neurons-85, Activation-LINEAR,Layer 1,Neurons-85, Activation-RELU,Layer 2,Neurons-1, Activation-LINEAR,
Critic Learning Rate:,0.015
Critic Optimizer Type:,SDG

Workers:,8, Batch Size:,32


Batches,Hands,TotalAvgScore,RecentAvgScore,GlobalWeightNorm,GlobalGradientNorm,Layer1WeightNorm,Layer2WeightNorm,Layer3WeightNorm,Layer1GradientNorm,Layer2GradientNorm,Layer3GradientNorm,
236000,7552000,0.419249,0.517594,17.049,1.19795,10.8463,10.4104,8.04051,0.832854,0.543686,0.667717,
238000,7616000,0.420092,0.519516,17.0683,0.293542,10.8604,10.4184,8.05194,0.244714,0.107325,0.121505,
240000,7680000,0.420928,0.520391,17.0975,0.994159,10.8795,10.4319,8.07064,0.65934,0.45295,0.590305,
242000,7744000,0.421773,0.523203,17.1176,0.566327,10.895,10.4401,8.08181,0.505542,0.197704,0.161453,
244000,7808000,0.422604,0.523172,17.1433,0.407353,10.9123,10.4516,8.09798,0.365623,0.137396,0.115667,
246000,7872000,0.423371,0.516969,17.1671,3.02809,10.9299,10.4617,8.1118,2.58483,1.18763,1.03805,
248000,7936000,0.42413,0.517484,17.1785,0.738196,10.9411,10.4649,8.11657,0.607508,0.297444,0.295624,
250000,8000000,0.424969,0.528984,17.2055,0.739271,10.9596,10.4772,8.13293,0.574003,0.315837,0.342474,
252000,8064000,0.425736,0.521609,17.2249,0.567024,10.9736,10.4854,8.14448,0.402038,0.251423,0.310915,
254000,8128000,0.426485,0.520906,17.2406,0.648159,10.987,10.491,8.15256,0.450916,0.276157,0.374864,
256000,8192000,0.427199,0.517812,17.2657,5.89903,11.005,10.5019,8.16718,4.3424,2.42197,3.17431,
258000,8256000,0.427907,0.518547,17.2803,1.95379,11.0179,10.5068,8.17461,1.199,0.894077,1.25712,
260000,8320000,0.428586,0.516156,17.2962,0.926422,11.0314,10.5125,8.1825,0.703551,0.427395,0.424978,
262000,8384000,0.429279,0.519359,17.3214,0.885223,11.0505,10.523,8.19653,0.702785,0.385219,0.375925,
264000,8448000,0.429951,0.518047,17.3426,0.46967,11.0665,10.5319,8.20825,0.328724,0.208727,0.262609,
266000,8512000,0.430572,0.512531,17.3569,0.888292,11.0781,10.5374,8.21597,0.732062,0.338637,0.372119,
268000,8576000,0.4313,0.528078,17.3781,0.691862,11.0933,10.5465,8.2286,0.553256,0.284114,0.303086,
270000,8640000,0.432002,0.526047,17.3971,1.1,11.1081,10.5541,8.23898,0.874861,0.473476,0.469518,
272000,8704000,0.432685,0.524859,17.4325,0.504295,11.1319,10.5707,8.26035,0.413832,0.191696,0.215197,
274000,8768000,0.433361,0.525359,17.4515,2.16279,11.146,10.5787,8.27125,1.8689,0.802532,0.735393,
276000,8832000,0.434053,0.528906,17.4821,0.59164,11.1653,10.5937,8.29065,0.468651,0.238811,0.270877,
278000,8896000,0.434685,0.521844,17.5046,1.53426,11.1802,10.6042,8.30444,1.26283,0.601026,0.630847,
280000,8960000,0.435334,0.525609,17.5185,0.551497,11.1915,10.6096,8.31172,0.481405,0.207665,0.171095,
282000,9024000,0.435932,0.519562,17.5394,0.943363,11.2071,10.6184,8.32356,0.67499,0.400946,0.523033,
284000,9088000,0.43653,0.520828,17.5588,0.996599,11.223,10.6255,8.33408,0.802155,0.39129,0.443452,
286000,9152000,0.437107,0.519078,17.5963,0.976026,11.2465,10.6437,8.35813,0.845095,0.372052,0.316257,
288000,9216000,0.437675,0.518984,17.6228,0.476839,11.2648,10.6557,8.37402,0.388417,0.185038,0.205594,
290000,9280000,0.438249,0.520844,17.6323,0.442945,11.2747,10.6578,8.37809,0.402829,0.0958799,0.157277,
292000,9344000,0.438905,0.533984,17.6534,0.668975,11.2897,10.6671,8.39051,0.550258,0.239438,0.295658,
294000,9408000,0.439458,0.520172,17.6748,0.568158,11.3052,10.6762,8.40296,0.462518,0.245975,0.219948,
296000,9472000,0.439982,0.517109,17.6909,2.1534,11.318,10.6826,8.41149,1.62165,0.923055,1.07488,
298000,9536000,0.440544,0.52375,17.7074,3.43441,11.3327,10.6881,8.41928,2.6332,1.52921,1.58837,
300000,9600000,0.441161,0.533078,17.7313,0.24118,11.3498,10.6986,8.4333,0.195868,0.108115,0.0900806,
302000,9664000,0.441653,0.515437,17.7443,0.885812,11.3608,10.7032,8.44008,0.708818,0.374113,0.377201,
304000,9728000,0.442199,0.524578,17.7721,1.11178,11.3805,10.7156,8.45628,1.00217,0.372997,0.304281,
306000,9792000,0.442748,0.526156,17.7985,0.588625,11.399,10.7274,8.47181,0.461307,0.229184,0.284869,
308000,9856000,0.443261,0.521891,17.8092,0.272499,11.4103,10.7302,8.47562,0.214136,0.115387,0.122831,
310000,9920000,0.443823,0.530312,17.8317,0.858568,11.4263,10.7401,8.48882,0.651141,0.324925,0.455608,
312000,9984000,0.444335,0.523656,17.8499,0.675129,11.44,10.7475,8.49903,0.589393,0.250519,0.213673,
314000,10048000,0.444877,0.529406,17.8793,0.966408,11.4592,10.7615,8.51739,0.876893,0.29787,0.27618,
316000,10112000,0.445405,0.528375,17.9019,1.19884,11.4759,10.771,8.53037,1.03415,0.477494,0.373818,
318000,10176000,0.445842,0.514797,17.9107,0.336735,11.4871,10.7721,8.53249,0.300723,0.106912,0.107359,
320000,10240000,0.446355,0.527937,17.9352,0.848907,11.5053,10.7825,8.54613,0.667267,0.32328,0.413388,
322000,10304000,0.446807,0.519172,17.9527,1.01344,11.5186,10.7897,8.5559,0.812961,0.408491,0.44642,
324000,10368000,0.447266,0.521234,17.9696,0.558468,11.5334,10.7958,8.56376,0.4241,0.201708,0.302223,
326000,10432000,0.447735,0.523656,17.9843,0.816829,11.5475,10.8002,8.57001,0.694585,0.301983,0.305888,
328000,10496000,0.448258,0.533578,18.0079,0.381874,11.5648,10.8104,8.58345,0.339341,0.127704,0.119864,
330000,10560000,0.448715,0.523641,18.028,0.641265,11.5799,10.8188,8.59471,0.499258,0.230562,0.329853,
332000,10624000,0.449122,0.516281,18.0458,0.370778,11.5943,10.8257,8.60388,0.314,0.155398,0.121373,
334000,10688000,0.449578,0.525234,18.0573,1.02826,11.6054,10.8292,8.6087,0.820757,0.412972,0.461663,
336000,10752000,0.450069,0.532031,18.0759,0.788631,11.62,10.8366,8.61852,0.665048,0.286071,0.31275,
338000,10816000,0.450482,0.519875,18.0963,0.65975,11.6356,10.845,8.62991,0.534754,0.280358,0.26591,
340000,10880000,0.450934,0.527375,18.1189,1.47957,11.6536,10.8539,8.64181,1.20377,0.610902,0.605695,
342000,10944000,0.451403,0.531078,18.15,1.7858,11.6751,10.8683,8.66003,1.48181,0.680107,0.728557,
344000,11008000,0.451848,0.528016,18.1755,1.24511,11.6925,10.8799,8.67529,1.02287,0.530005,0.472348,
346000,11072000,0.45228,0.526438,18.197,0.430775,11.7095,10.8886,8.68658,0.337539,0.178658,0.199289,
348000,11136000,0.452719,0.528672,18.2188,2.16918,11.7254,10.8981,8.69896,1.53942,0.87404,1.25363,
350000,11200000,0.453139,0.526344,18.2333,0.730835,11.7375,10.9036,8.7061,0.67019,0.229457,0.179765,
352000,11264000,0.453531,0.522016,18.2533,0.794216,11.7535,10.9115,8.71648,0.664037,0.335644,0.277808,
354000,11328000,0.453929,0.524078,18.2681,1.68287,11.7653,10.9172,8.7245,1.30566,0.676068,0.818693,
356000,11392000,0.454336,0.526312,18.2824,0.908925,11.7785,10.9219,8.73077,0.812932,0.272271,0.301921,
358000,11456000,0.454776,0.533047,18.3089,0.707173,11.797,10.9339,8.74623,0.600457,0.263516,0.26477,
360000,11520000,0.455185,0.528531,18.3241,0.526562,11.8095,10.9397,8.75393,0.414624,0.21186,0.245906,
362000,11584000,0.455583,0.527219,18.34,1.27413,11.823,10.9454,8.76187,1.06057,0.462846,0.533269,
364000,11648000,0.455952,0.522625,18.3582,0.644793,11.8378,10.9525,8.77105,0.512235,0.259078,0.293687,
366000,11712000,0.456353,0.529375,18.3723,0.654734,11.8509,10.957,8.77745,0.544402,0.243141,0.270528,
