Topology 
Layer 0, Neurons-85, Activation-LINEARLayer 1, Neurons-170, Activation-RELULayer 2, Neurons-170, Activation-RELULayer 3, Neurons-32, Activation-SOFTMAX
Learning Rate,0.002
Training Time, 1478.71s

Batches,Hands,TotalAvgScore,RecentAvgScore,GlobalWeightNorm,GlobalGradientNorm,Layer1WeightNorm,Layer2WeightNorm,Layer3WeightNorm,Layer1GradientNorm,Layer2GradientNorm,Layer3GradientNorm,
222000,222000,0.340482,0.3165,11.1942,0.439559,7.48859,7.57354,3.44569,0.129846,0.217421,0.359278,
224000,224000,0.340402,0.3315,11.1974,0.704746,7.48943,7.57466,3.4517,0.276434,0.361085,0.538394,
226000,226000,0.340451,0.346,11.1999,0.543631,7.49031,7.57563,3.4557,0.173988,0.263923,0.442275,
228000,228000,0.340496,0.3455,11.2051,8.6764,7.4917,7.5776,3.46523,3.1344,4.33968,6.82807,
230000,230000,0.340235,0.3105,11.2098,0.361335,7.49293,7.57933,3.47405,0.133079,0.181918,0.282416,
232000,232000,0.340138,0.329,11.2107,0.544425,7.4933,7.57972,3.47522,0.172099,0.264201,0.443823,
234000,234000,0.340205,0.348,11.2247,3.25104,7.49747,7.58534,3.49927,1.35981,1.63711,2.45765,
236000,236000,0.340191,0.3385,11.2226,0.595797,7.49733,7.58494,3.49361,0.183841,0.272365,0.496984,
238000,238000,0.340269,0.3495,11.2211,1.2398,7.49685,7.58428,3.49125,0.504096,0.599769,0.960874,
240000,240000,0.340375,0.353,11.2274,0.497552,7.49876,7.58674,3.50202,0.147289,0.226325,0.4179,
242000,242000,0.340326,0.3345,11.2245,1.28023,7.4983,7.5859,3.49549,0.578324,0.630714,0.952222,
244000,244000,0.340201,0.325,11.2192,0.361354,7.49679,7.58388,3.48604,0.109094,0.168871,0.300263,
246000,246000,0.340191,0.339,11.2228,0.864602,7.49825,7.58575,3.49043,0.388507,0.449745,0.627956,
248000,248000,0.340069,0.325,11.2205,2.73926,7.49736,7.5847,3.48728,0.818786,1.19994,2.32235,
250000,250000,0.340008,0.3325,11.2267,0.449214,7.49932,7.58735,3.49746,0.153614,0.213725,0.36403,
252000,252000,0.339825,0.317,11.2275,0.532369,7.49978,7.58789,3.49759,0.217388,0.27359,0.401631,
254000,254000,0.340039,0.367,11.2237,0.915891,7.49937,7.58685,3.48879,0.436866,0.460819,0.660038,
256000,256000,0.340129,0.3515,11.2293,0.760689,7.50043,7.58834,3.50121,0.261754,0.352566,0.621152,
258000,258000,0.340027,0.327,11.2207,0.495156,7.49821,7.58539,3.48479,0.163863,0.242379,0.399475,
260000,260000,0.340031,0.3405,11.2222,0.532319,7.49853,7.58574,3.48813,0.206729,0.23933,0.428191,
262000,262000,0.339844,0.3155,11.2247,0.501242,7.49895,7.58655,3.49339,0.223556,0.251821,0.371285,
264000,264000,0.339614,0.3095,11.2244,0.45081,7.49923,7.58674,3.49142,0.127173,0.233737,0.363901,
266000,266000,0.33962,0.3405,11.224,0.720574,7.49874,7.5862,3.49252,0.250694,0.361417,0.570752,
268000,268000,0.33941,0.3115,11.2267,0.3487,7.49955,7.58733,3.49673,0.102212,0.164924,0.289732,
270000,270000,0.339267,0.32,11.2305,0.524962,7.50073,7.58874,3.50341,0.230871,0.271255,0.385622,
272000,272000,0.339551,0.378,11.2326,0.766497,7.50146,7.58974,3.50647,0.257895,0.390573,0.607009,
274000,274000,0.339464,0.3275,11.232,0.664641,7.50107,7.58931,3.50637,0.247182,0.341091,0.514107,
276000,276000,0.339493,0.3435,11.2349,0.607953,7.5022,7.59056,3.51046,0.201875,0.298214,0.489818,
278000,278000,0.339392,0.3255,11.2488,0.480671,7.50607,7.5958,3.53543,0.158905,0.215686,0.399091,
280000,280000,0.33945,0.3475,11.2485,0.484534,7.50589,7.59559,3.5352,0.17058,0.245183,0.381525,
282000,282000,0.339436,0.3375,11.2533,0.588451,7.50694,7.59733,3.54454,0.218135,0.282553,0.46782,
284000,284000,0.339303,0.3205,11.2501,0.666717,7.50601,7.59584,3.53947,0.174242,0.320584,0.558012,
286000,286000,0.339343,0.345,11.2578,1.38792,7.50801,7.59871,3.55347,0.687542,0.743649,0.948991,
288000,288000,0.339389,0.346,11.2569,0.513037,7.5079,7.59827,3.55194,0.197055,0.250024,0.402323,
290000,290000,0.339266,0.3215,11.2516,0.385448,7.50645,7.59601,3.54297,0.152703,0.198817,0.292787,
292000,292000,0.338986,0.2985,11.2473,0.494029,7.50558,7.59466,3.53405,0.150233,0.2307,0.41021,
294000,294000,0.339034,0.346,11.2476,0.669238,7.506,7.59507,3.53332,0.233993,0.303466,0.548667,
296000,296000,0.338966,0.329,11.2524,0.416343,7.50761,7.59711,3.54057,0.151305,0.20652,0.328326,
298000,298000,0.339181,0.371,11.2454,1.15843,7.5057,7.59433,3.52834,0.415155,0.584634,0.909837,
300000,300000,0.339153,0.335,11.2505,0.517913,7.50714,7.59637,3.53718,0.18041,0.24472,0.419284,
302000,302000,0.339099,0.331,11.2462,0.545826,7.50586,7.59498,3.52921,0.229786,0.288848,0.402109,
304000,304000,0.339095,0.3385,11.2475,0.604058,7.50617,7.59538,3.53175,0.22909,0.283565,0.481658,
306000,306000,0.339095,0.339,11.2524,0.475014,7.50766,7.5974,3.53999,0.140339,0.216173,0.399014,
308000,308000,0.339097,0.3395,11.2577,0.469382,7.50908,7.59929,3.54956,0.165501,0.248509,0.362177,
310000,310000,0.339052,0.332,11.2588,0.675158,7.50951,7.59974,3.55129,0.317576,0.394617,0.446387,
312000,312000,0.339087,0.3445,11.2663,0.734596,7.51228,7.60321,3.56164,0.291059,0.380447,0.556934,
314000,314000,0.339102,0.3415,11.2719,1.2108,7.5141,7.60573,3.57043,0.651829,0.630284,0.802436,
316000,316000,0.339044,0.33,11.2702,1.26449,7.51383,7.60504,3.56695,0.526937,0.675528,0.930011,
318000,318000,0.339135,0.3535,11.2689,4.54401,7.51391,7.60495,3.5629,1.59964,2.15533,3.66657,
320000,320000,0.339172,0.345,11.2706,0.689892,7.51442,7.60585,3.56512,0.266324,0.333045,0.542313,
322000,322000,0.339053,0.32,11.2763,0.47729,7.5163,7.60822,3.57414,0.173072,0.218384,0.387506,
324000,324000,0.339056,0.3395,11.2805,1.33765,7.51786,7.61024,3.57978,0.500217,0.684597,1.03461,
326000,326000,0.339064,0.3405,11.2858,0.474622,7.51933,7.61237,3.58909,0.160373,0.237213,0.378519,
328000,328000,0.338927,0.3165,11.2839,0.741238,7.51879,7.61153,3.58591,0.238853,0.376995,0.591826,
330000,330000,0.339097,0.367,11.2896,0.572781,7.52091,7.61408,3.59398,0.176021,0.275859,0.470103,
332000,332000,0.339069,0.3345,11.2866,0.742552,7.52011,7.61292,3.58872,0.28589,0.36504,0.579997,
334000,334000,0.33938,0.391,11.2832,0.745652,7.51954,7.61202,3.58114,0.242191,0.370365,0.600142,
336000,336000,0.339211,0.311,11.2846,0.656997,7.52024,7.61281,3.58231,0.371897,0.354532,0.409444,
338000,338000,0.339189,0.3355,11.289,0.642437,7.52158,7.61464,3.58956,0.256871,0.316394,0.496626,
340000,340000,0.339079,0.3205,11.2906,1.32816,7.52182,7.61499,3.59344,0.483541,0.658352,1.04727,
342000,342000,0.339228,0.3645,11.296,3.24088,7.52333,7.61698,3.60284,1.69994,1.75657,2.1279,
344000,344000,0.339337,0.358,11.3057,0.854611,7.52654,7.62113,3.61766,0.341633,0.424814,0.658165,
346000,346000,0.339329,0.338,11.3034,1.27535,7.52618,7.6206,3.61244,0.629227,0.691619,0.867328,
348000,348000,0.339342,0.3415,11.309,0.521249,7.52816,7.62315,3.62054,0.231384,0.26058,0.387634,
350000,350000,0.339291,0.3305,11.3014,0.39898,7.52639,7.62052,3.60608,0.129333,0.182229,0.330531,
352000,352000,0.339227,0.328,11.297,0.660874,7.5255,7.61886,3.59749,0.245544,0.331183,0.516508,
354000,354000,0.339006,0.3,11.3008,1.09325,7.52677,7.62019,3.60398,0.460616,0.537765,0.83297,
356000,356000,0.339037,0.3445,11.3017,0.594157,7.52723,7.62081,3.60465,0.191068,0.282369,0.486604,
358000,358000,0.33888,0.311,11.3006,1.08265,7.52705,7.62039,3.60231,0.395203,0.534667,0.854449,
360000,360000,0.338903,0.343,11.3105,0.609566,7.53025,7.62469,3.61748,0.209806,0.280893,0.49865,
362000,362000,0.338641,0.2915,11.3163,0.871556,7.53229,7.62732,3.62605,0.441862,0.454174,0.598409,
364000,364000,0.338915,0.3885,11.3193,0.594235,7.53336,7.62841,3.63075,0.187747,0.260795,0.499852,
366000,366000,0.339033,0.3605,11.3234,1.26643,7.5348,7.63023,3.63657,0.355792,0.560078,1.07869,
368000,368000,0.338929,0.32,11.3247,0.5551,7.53558,7.63069,3.6383,0.177705,0.263955,0.454846,
370000,370000,0.338743,0.3045,11.3296,1.51348,7.53744,7.63299,3.64486,0.476427,0.696078,1.25663,
372000,372000,0.338849,0.3585,11.332,0.994522,7.53833,7.63412,3.64795,0.394502,0.441195,0.799243,
374000,374000,0.338623,0.2965,11.335,0.406779,7.53927,7.63532,3.65294,0.144112,0.184658,0.33257,
376000,376000,0.338888,0.3885,11.3532,3.65028,7.54502,7.64311,3.68097,1.23137,1.68649,2.994,
378000,378000,0.338868,0.335,11.369,0.63778,7.55091,7.65067,3.7021,0.212957,0.289107,0.527096,
380000,380000,0.338989,0.362,11.3586,0.757672,7.54758,7.64576,3.68703,0.238108,0.320569,0.6439,
